1	-0.000006717	0.000795	-0.000055
2	-0.000002899	0.000786	-0.000141
3	-1.49E-09	0.000787	-0.000155
4	-1.58E-09	0.000788	1.068E-10
5	-0.000009741	0.000789	0.000042
6	0.000002896	0.000786	-0.000141
7	0.000006714	0.000795	-0.000055
8	0.000006714	0.000795	0.000055
9	0.000009738	0.000789	-0.000042
10	0.000002896	0.000786	0.000141
11	-1.492E-09	0.000787	0.000155
12	-0.000002899	0.000786	0.000141
13	-0.000006717	0.000795	0.000055
14	0.000009738	0.000789	0.000042
15	-1.398E-09	0.000788	6.933E-10
16	-0.000009741	0.000789	-0.000042
17	0	0	0
18	0	0	0
19	0	0	0
20	0	0	0
21	0	0	0
22	0	0	0
23	0	0	0
24	0	0	0
25	0.000002039	0.000002025	-0.000001053
26	-0.000002039	0.000002025	-0.000001053
27	-0.000002039	0.000002025	0.000001053
28	0.000002039	0.000002025	0.000001053
29	-0.000002299	0.000657	0
30	0.000002297	0.000657	0
31	0.000002297	0.000657	0
32	-0.000002299	0.000657	0
33	-0.000001972	0.001407	0
34	0.000001966	0.001407	0
35	-0.000008425	0.000675	0.000049
36	-0.000015	0.000653	-0.000119
37	0.000008422	0.000675	-0.000049
38	0.000015	0.000653	0.000119
39	-0.000015	0.000653	0.000119
40	0.000015	0.000653	-0.000119
41	0.000008422	0.000675	0.000049
42	-0.000008424	0.000675	-0.000049
43	0.000001971	0.001407	0
44	-0.000002318	0.000654	-0.000025
45	0.000002316	0.000654	-0.000025
46	-0.000002318	0.000654	0.000025
47	0.000002316	0.000654	0.000025
48	0.000002895	0.000654	-0.000118
49	-0.000002897	0.000654	0.000118
50	0.000002895	0.000654	0.000118
51	-0.000002897	0.000654	-0.000118
52	-0.000001977	0.001407	0
63	-2.632E-07	0.002982	0.000034
64	2.528E-07	0.002982	-0.000033
65	2.519E-07	0.002982	0.000034
66	0	0	0
67	9.432E-15	0	-1.015E-18
68	0	0	0
69	0	0	0
70	0	1.318E-14	1.419E-18
71	0	0	0
72	0	-8.99E-15	7.141E-19
73	0	0	0
74	0	0	0
75	0	0	0
76	0	0	0
77	0	0	0
78	0	0	0
79	-2.641E-07	0.002982	-0.000033
81	0	0	0
82	-1.483E-14	0	1.212E-18
83	0	-7.919E-15	-7.727E-19
84	0	1.023E-14	-1.215E-18
85	0	0	0
86	-1.187E-14	0	-7.314E-19
87	-1.328E-15	0	-5.212E-19
89	9.414E-07	0.01551	0.000178
90	-1.469E-08	0.000064	-0.000013
91	-0.000001	0.01551	0.000178
92	1.453E-08	0.000064	0.000013
93	-5.205E-08	0.000065	-0.000056
94	-3.19E-08	0.015508	-8.141E-10
95	-4.525E-07	0.000062	-0.000014
96	-2.935E-08	0.01551	-0.000646
97	4.523E-07	0.000062	-0.000014
98	5.181E-08	0.000065	-0.000056
99	-1.477E-08	0.000064	0.000013
100	1.445E-08	0.000064	-0.000013
101	-5.207E-08	0.000065	0.000056
102	5.183E-08	0.000065	0.000056
103	0.000007022	0.000782	-0.000025
104	-0.000007025	0.000782	-0.000025
