1	0	21.04676	24
2	5.575	21.04676	24
3	10.51434	21.04676	24
4	0	10.53242	24
5	3.213E-09	15.47176	24
6	15.45368	21.04676	24
7	21.02868	21.04676	24
8	0	0.01808	24
9	2.747E-09	5.59308	24
10	5.575	0.01808	24
11	10.51434	0.01808	24
12	15.45368	0.01808	24
13	21.02868	0.01808	24
14	21.02868	15.47176	24
15	21.02868	10.53242	24
16	21.02868	5.59308	24
17	3.213E-09	15.47176	-1.776E-15
18	5.575	21.04676	-1.776E-15
19	2.747E-09	5.59308	-1.776E-15
20	5.575	0.01808	-1.776E-15
21	15.45368	0.01808	-1.776E-15
22	15.45368	21.04676	-1.776E-15
23	21.02868	15.47176	-1.776E-15
24	21.02868	5.59308	-1.776E-15
25	3.575	17.47176	-1.776E-15
26	17.45368	17.47176	-1.776E-15
27	3.575	3.59308	-1.776E-15
28	17.45368	3.59308	-1.776E-15
29	8.04434	13.00242	21
30	12.98434	13.00242	21
31	8.04434	8.06242	21
32	12.98434	8.06242	21
33	8.04434	13.00242	34.5
34	12.98434	13.00242	34.5
35	3.213E-09	15.47176	21
36	5.575	21.04676	21
37	2.747E-09	5.59308	21
38	5.575	0.01808	21
39	15.45368	0.01808	21
40	15.45368	21.04676	21
41	21.02868	15.47176	21
42	21.02868	5.59308	21
43	8.04434	8.06242	34.5
44	4.045	13.00242	21
45	16.98368	13.00242	21
46	16.98368	8.06242	21
47	4.045	8.06242	21
48	12.98434	17.00176	21
49	12.98434	4.06308	21
50	8.04434	4.06308	21
51	8.04434	17.00176	21
52	12.98434	8.06242	34.5
63	7.15915	7.63242	42.6
64	7.1491	13.41434	42.6
65	13.86953	7.63242	42.6
66	1.575	5.59308	0
67	1.575	10.53242	0
68	1.575	15.47176	0
69	5.575	19.47176	0
70	10.51434	19.47176	0
71	0	21.04676	0
72	10.51434	21.04676	0
73	21.02868	21.04676	0
74	15.45368	19.47176	0
75	19.45368	15.47176	0
76	19.45368	5.59308	0
77	15.45368	1.59308	0
78	5.575	1.59308	0
79	13.87958	13.41434	42.6
81	0	0.01808	0
82	0	10.53242	0
83	10.51434	1.59308	0
84	10.51434	0.01808	0
85	21.02868	0.01808	0
86	19.45368	10.53242	0
87	21.02868	10.53242	0
89	4.475	7.63242	107.4
90	1.575	5.59308	5.1
91	16.55368	7.63242	107.4
92	1.575	15.47176	5.1
93	5.575	19.47176	5.1
94	1.575	10.53242	107.4
95	0	21.04676	5.1
96	10.51434	19.47176	107.4
97	21.02868	21.04676	5.1
98	15.45368	19.47176	5.1
99	19.45368	15.47176	5.1
100	19.45368	5.59308	5.1
101	15.45368	1.59308	5.1
102	5.575	1.59308	5.1
103	4.045	13.00242	24
104	16.98368	13.00242	24
105	0	0.01808	5.1
106	16.98368	8.06242	24
107	4.045	8.06242	24
108	12.98434	17.00176	24
109	21.02868	0.01808	5.1
110	12.98434	4.06308	24
111	8.04434	4.06308	24
112	8.04434	17.00176	24
113	4.45692	13.41434	107.4
114	16.57176	13.41434	107.4
115	10.51434	1.59308	107.4
116	19.45368	10.53242	107.4
117	3.575	17.47176	107.4
118	17.45368	17.47176	107.4
119	17.45368	3.59308	107.4
120	3.575	3.59308	107.4
121	7.15915	7.63242	107.4
122	7.1491	13.41434	107.4
123	13.86953	7.63242	107.4
124	13.87958	13.41434	107.4
125	1.575	5.59308	24
126	1.575	10.53242	24
127	5.575	19.47176	24
128	10.51434	19.47176	24
129	5.575	1.59308	24
130	10.51434	1.59308	24
133	1.575	15.47176	24
134	15.45368	19.47176	24
135	15.45368	1.59308	24
136	19.45368	5.59308	24
137	19.45368	10.53242	24
140	19.45368	15.47176	24
141	3.575	17.47176	24
142	17.45368	17.47176	24
143	17.45368	3.59308	24
144	3.575	3.59308	24
145	4.045	13.00242	31.8
146	16.98368	13.00242	31.8
147	16.98368	8.06242	31.8
148	4.045	8.06242	31.8
149	12.98434	17.00176	31.8
150	12.98434	4.06308	31.8
